datetime,pm25,pm10,no2,o3,co,temperature,humidity,wind_speed,hour,day_of_week,month,day_of_year
2024-06-21 08:00:00,43.8,38.1,63.1,36.4,641.9,29.6,68.1,4.7,8,4,6,173
2024-06-21 09:00:00,49.3,60.4,27.1,17.6,417.4,28.5,72.1,3.4,9,4,6,173
2024-06-21 10:00:00,38.8,30.5,32.3,36.3,453.8,26.8,65.2,3.2,10,4,6,173
2024-06-21 11:00:00,29.8,16.5,25.2,30.1,415.7,30.7,72.1,4.2,11,4,6,173
2024-06-21 12:00:00,35.8,40.8,13.6,39.1,678.5,29.8,73.2,4.1,12,4,6,173
2024-06-21 13:00:00,48.6,35.3,17.5,30.5,555.5,29.1,64.0,3.6,13,4,6,173
2024-06-21 14:00:00,,,,,,,,,14,4,6,173
2024-06-21 15:00:00,32.6,39.9,25.3,45.8,388.0,29.8,65.0,3.2,15,4,6,173
2024-06-21 16:00:00,18.8,22.9,31.6,9.8,557.8,30.0,66.9,3.3,16,4,6,173
2024-06-21 17:00:00,13.5,18.3,20.7,26.4,448.0,31.8,77.6,4.7,17,4,6,173
2024-06-21 18:00:00,60.1,51.7,33.2,14.9,490.9,34.4,70.8,3.9,18,4,6,173
2024-06-21 19:00:00,52.0,53.2,40.5,34.6,1388.1,29.1,79.3,3.2,19,4,6,173
2024-06-21 20:00:00,45.8,85.2,36.6,27.9,550.4,28.2,77.0,4.9,20,4,6,173
2024-06-21 21:00:00,32.0,35.6,13.2,54.0,865.6,28.0,75.2,3.4,21,4,6,173
2024-06-21 22:00:00,29.2,50.1,15.7,34.1,467.8,31.0,76.8,3.6,22,4,6,173
2024-06-21 23:00:00,41.7,24.0,28.6,25.9,340.1,27.8,75.3,4.9,23,4,6,173
2024-06-22 00:00:00,30.2,47.2,19.3,46.0,201.7,29.2,77.8,3.4,0,5,6,174
2024-06-22 01:00:00,23.5,43.8,22.3,27.8,518.0,29.4,72.0,4.9,1,5,6,174
2024-06-22 02:00:00,39.6,19.3,24.0,25.9,257.7,33.1,72.7,4.4,2,5,6,174
2024-06-22 03:00:00,27.6,52.5,24.6,37.0,456.8,32.4,72.6,3.9,3,5,6,174
2024-06-22 04:00:00,34.5,36.3,33.0,60.3,732.9,26.9,67.1,4.2,4,5,6,174
2024-06-22 05:00:00,25.5,39.7,15.0,44.5,291.7,33.2,73.5,4.0,5,5,6,174
2024-06-22 06:00:00,24.2,27.2,26.9,39.7,512.0,27.6,75.6,4.6,6,5,6,174
2024-06-22 07:00:00,45.3,77.6,43.1,95.0,482.5,30.3,66.3,3.1,7,5,6,174
2024-06-22 08:00:00,44.3,37.1,46.7,23.6,864.7,28.3,65.0,4.6,8,5,6,174
2024-06-22 09:00:00,51.0,68.0,20.2,23.4,627.8,29.2,66.5,4.9,9,5,6,174
2024-06-22 10:00:00,27.1,45.2,24.1,33.5,408.0,28.0,76.1,3.9,10,5,6,174
2024-06-22 11:00:00,17.0,26.4,40.2,57.9,589.4,33.3,68.1,3.4,11,5,6,174
2024-06-22 12:00:00,25.8,64.0,21.3,21.7,495.0,29.7,63.8,3.2,12,5,6,174
2024-06-22 13:00:00,37.3,37.8,26.1,63.8,322.3,30.4,64.1,3.7,13,5,6,174
2024-06-22 14:00:00,,,,,,,,,14,5,6,174
2024-06-22 15:00:00,27.3,22.3,15.4,30.1,258.8,27.2,65.7,3.5,15,5,6,174
2024-06-22 16:00:00,39.6,66.6,41.9,33.9,445.7,29.1,62.3,4.3,16,5,6,174
2024-06-22 17:00:00,23.8,24.5,26.3,22.2,320.6,31.0,72.3,3.8,17,5,6,174
2024-06-22 18:00:00,33.3,86.4,47.6,24.7,472.8,29.8,68.3,4.8,18,5,6,174
2024-06-22 19:00:00,,,,,,,,,19,5,6,174
2024-06-22 20:00:00,45.8,52.8,52.5,56.3,727.8,30.2,57.8,3.3,20,5,6,174
2024-06-22 21:00:00,22.0,44.7,26.3,13.6,455.7,30.0,74.7,3.3,21,5,6,174
2024-06-22 22:00:00,27.9,48.1,39.0,34.0,563.8,31.1,68.9,4.4,22,5,6,174
2024-06-22 23:00:00,34.1,24.1,19.8,30.2,638.9,30.2,71.8,4.3,23,5,6,174
2024-06-23 00:00:00,29.0,48.5,15.5,33.2,444.7,31.9,76.6,4.4,0,6,6,175
2024-06-23 01:00:00,31.9,47.8,17.2,28.0,358.2,31.1,70.9,3.7,1,6,6,175
2024-06-23 02:00:00,50.2,26.4,18.3,19.0,558.9,31.8,79.6,4.8,2,6,6,175
2024-06-23 03:00:00,26.3,56.4,14.8,58.9,340.3,31.4,59.6,3.2,3,6,6,175
2024-06-23 04:00:00,,,,,,,,,4,6,6,175
2024-06-23 05:00:00,25.0,29.0,34.8,30.5,542.3,31.6,60.0,4.5,5,6,6,175
2024-06-23 06:00:00,22.6,40.3,20.4,26.2,608.7,33.5,70.6,4.4,6,6,6,175
2024-06-23 07:00:00,36.6,40.6,28.6,24.9,479.7,28.9,69.4,4.0,7,6,6,175
2024-06-23 08:00:00,37.8,56.7,17.4,11.3,1105.3,31.7,63.6,3.1,8,6,6,175
2024-06-23 09:00:00,48.7,56.3,41.8,36.6,731.1,27.2,79.9,3.2,9,6,6,175
2024-06-23 10:00:00,,,,,,,,,10,6,6,175
2024-06-23 11:00:00,23.5,44.9,17.5,33.6,350.4,30.1,58.0,4.3,11,6,6,175
2024-06-23 12:00:00,25.7,32.6,21.0,30.7,555.2,31.9,72.4,4.3,12,6,6,175
2024-06-23 13:00:00,28.6,37.5,25.4,33.5,259.0,33.3,72.5,4.4,13,6,6,175
2024-06-23 14:00:00,32.8,49.3,39.9,22.6,369.5,31.6,66.6,4.6,14,6,6,175
2024-06-23 15:00:00,31.5,44.3,23.4,26.0,328.4,29.2,73.0,3.0,15,6,6,175
2024-06-23 16:00:00,42.8,44.2,23.4,29.8,276.3,27.8,64.3,4.3,16,6,6,175
2024-06-23 17:00:00,14.1,24.8,23.3,42.0,530.1,31.1,66.9,3.5,17,6,6,175
2024-06-23 18:00:00,25.6,73.6,23.9,55.2,815.9,29.4,71.0,4.1,18,6,6,175
2024-06-23 19:00:00,45.2,48.3,23.7,29.0,937.7,31.3,73.7,4.5,19,6,6,175
2024-06-23 20:00:00,72.8,42.8,29.6,20.9,677.6,29.0,67.9,4.4,20,6,6,175
2024-06-23 21:00:00,18.2,34.2,31.1,32.3,549.9,28.1,66.6,3.6,21,6,6,175
2024-06-23 22:00:00,11.8,26.6,19.4,71.1,418.8,29.5,68.8,3.7,22,6,6,175
2024-06-23 23:00:00,34.6,44.3,18.1,21.7,355.2,31.0,58.8,4.8,23,6,6,175
2024-06-24 00:00:00,31.0,44.1,17.8,45.6,336.9,30.2,67.4,4.7,0,0,6,176
2024-06-24 01:00:00,20.8,19.5,20.6,54.6,225.1,28.4,58.9,3.5,1,0,6,176
2024-06-24 02:00:00,21.4,27.0,39.2,27.7,578.6,33.6,64.6,4.2,2,0,6,176
2024-06-24 03:00:00,21.5,22.3,20.5,24.2,559.3,29.7,61.7,3.2,3,0,6,176
2024-06-24 04:00:00,29.8,30.1,16.4,40.3,982.0,25.5,71.4,4.3,4,0,6,176
2024-06-24 05:00:00,23.9,39.6,21.8,36.8,369.1,31.8,65.1,4.2,5,0,6,176
2024-06-24 06:00:00,,,,,,,,,6,0,6,176
2024-06-24 07:00:00,18.4,43.4,27.2,73.3,367.4,29.6,59.5,3.8,7,0,6,176
2024-06-24 08:00:00,,,,,,,,,8,0,6,176
2024-06-24 09:00:00,30.8,26.0,27.2,19.9,761.9,29.6,69.2,3.5,9,0,6,176
2024-06-24 10:00:00,26.7,50.1,22.6,32.9,650.0,33.3,71.2,4.5,10,0,6,176
2024-06-24 11:00:00,24.5,29.4,27.5,35.2,309.9,30.9,79.5,3.6,11,0,6,176
2024-06-24 12:00:00,36.6,33.8,30.7,53.1,505.9,30.5,58.9,4.7,12,0,6,176
2024-06-24 13:00:00,16.5,29.5,15.0,29.6,348.9,29.5,65.0,3.1,13,0,6,176
2024-06-24 14:00:00,29.2,54.9,15.5,27.2,610.6,33.4,78.8,3.5,14,0,6,176
2024-06-24 15:00:00,34.1,23.9,19.3,18.5,479.3,31.7,64.2,3.4,15,0,6,176
2024-06-24 16:00:00,50.3,34.7,27.5,39.8,255.9,32.0,71.0,4.8,16,0,6,176
2024-06-24 17:00:00,24.9,40.5,13.9,122.1,392.3,30.5,64.1,3.9,17,0,6,176
2024-06-24 18:00:00,57.2,38.4,31.4,29.3,409.4,32.0,61.8,4.1,18,0,6,176
2024-06-24 19:00:00,30.2,47.2,31.6,38.3,518.1,30.8,64.7,3.5,19,0,6,176
2024-06-24 20:00:00,25.3,59.5,54.1,25.7,527.6,29.2,78.7,3.3,20,0,6,176
2024-06-24 21:00:00,37.1,26.5,26.0,19.2,336.7,30.7,62.9,4.2,21,0,6,176
2024-06-24 22:00:00,28.8,27.1,29.6,38.1,377.1,34.2,67.3,3.6,22,0,6,176
2024-06-24 23:00:00,41.0,31.1,34.5,32.4,428.7,30.4,67.5,4.9,23,0,6,176
2024-06-25 00:00:00,18.9,41.6,19.2,12.4,421.1,32.5,73.1,4.0,0,1,6,177
2024-06-25 01:00:00,33.3,30.9,14.1,61.3,404.0,32.4,74.2,3.3,1,1,6,177
2024-06-25 02:00:00,49.9,47.3,14.1,38.0,449.5,31.1,69.1,3.0,2,1,6,177
2024-06-25 03:00:00,32.3,25.4,11.2,33.2,279.7,33.3,52.6,3.5,3,1,6,177
2024-06-25 04:00:00,31.0,23.5,18.2,27.2,415.9,25.6,64.1,3.6,4,1,6,177
2024-06-25 05:00:00,28.6,61.0,18.7,37.9,625.7,26.3,62.5,3.4,5,1,6,177
2024-06-25 06:00:00,17.8,28.1,28.2,38.6,387.1,33.4,74.3,3.7,6,1,6,177
2024-06-25 07:00:00,64.2,34.6,32.3,37.8,707.9,28.7,63.9,4.8,7,1,6,177
2024-06-25 08:00:00,35.6,30.4,27.0,49.3,688.5,30.2,76.9,3.1,8,1,6,177
2024-06-25 09:00:00,49.7,70.8,30.8,54.0,790.5,33.5,70.6,4.6,9,1,6,177
2024-06-25 10:00:00,17.8,30.9,14.9,71.8,443.5,30.4,74.2,3.9,10,1,6,177
2024-06-25 11:00:00,,,,,,,,,11,1,6,177
2024-06-25 12:00:00,43.8,32.6,16.2,25.6,473.8,29.2,63.8,4.3,12,1,6,177
2024-06-25 13:00:00,25.7,46.3,14.3,37.2,495.6,31.2,60.4,3.3,13,1,6,177
2024-06-25 14:00:00,,,,,,,,,14,1,6,177
2024-06-25 15:00:00,27.8,69.1,26.1,25.1,300.8,33.0,73.3,3.3,15,1,6,177
2024-06-25 16:00:00,16.4,35.6,11.7,38.9,286.4,29.5,65.2,3.7,16,1,6,177
2024-06-25 17:00:00,37.2,47.0,28.8,46.2,366.0,28.0,68.7,5.0,17,1,6,177
2024-06-25 18:00:00,,,,,,,,,18,1,6,177
2024-06-25 19:00:00,63.3,60.9,33.8,29.8,695.6,29.1,74.1,4.3,19,1,6,177
2024-06-25 20:00:00,51.7,51.6,41.1,38.7,803.6,28.7,65.6,5.0,20,1,6,177
2024-06-25 21:00:00,17.9,37.8,26.2,35.5,225.5,28.6,69.9,4.4,21,1,6,177
2024-06-25 22:00:00,29.9,39.9,25.0,32.4,431.2,32.2,63.8,4.3,22,1,6,177
2024-06-25 23:00:00,55.1,28.8,21.0,23.2,417.5,32.8,61.3,4.2,23,1,6,177
2024-06-26 00:00:00,,,,,,,,,0,2,6,178
2024-06-26 01:00:00,27.7,49.0,24.4,42.3,442.7,28.7,57.6,4.9,1,2,6,178
2024-06-26 02:00:00,38.9,62.9,20.3,23.2,247.2,28.8,69.2,4.1,2,2,6,178
2024-06-26 03:00:00,30.0,43.7,39.8,15.9,326.4,25.8,66.4,4.3,3,2,6,178
2024-06-26 04:00:00,30.0,59.1,26.0,32.0,546.7,30.7,71.0,4.5,4,2,6,178
2024-06-26 05:00:00,20.3,28.0,15.3,58.0,425.3,28.6,64.8,4.1,5,2,6,178
2024-06-26 06:00:00,30.2,41.8,17.9,10.6,354.6,32.9,74.0,4.8,6,2,6,178
2024-06-26 07:00:00,57.7,75.8,32.2,28.9,518.5,27.2,67.1,3.0,7,2,6,178
2024-06-26 08:00:00,32.9,38.8,50.0,42.4,536.8,28.8,75.5,3.8,8,2,6,178
2024-06-26 09:00:00,64.8,43.9,52.0,15.6,638.6,29.8,69.4,4.2,9,2,6,178
2024-06-26 10:00:00,27.4,57.0,18.4,29.7,283.0,30.9,63.0,3.0,10,2,6,178
2024-06-26 11:00:00,21.6,25.2,15.2,20.5,568.5,33.6,71.0,4.9,11,2,6,178
2024-06-26 12:00:00,38.0,22.6,14.6,21.6,287.5,27.2,70.3,4.7,12,2,6,178
2024-06-26 13:00:00,25.9,53.5,23.1,27.6,241.7,29.4,67.7,3.4,13,2,6,178
2024-06-26 14:00:00,35.4,48.4,47.3,20.7,546.2,27.1,64.5,3.7,14,2,6,178
2024-06-26 15:00:00,25.8,38.5,25.5,20.0,355.9,31.5,72.6,4.4,15,2,6,178
2024-06-26 16:00:00,27.7,33.4,12.1,31.6,414.4,28.7,63.4,3.7,16,2,6,178
2024-06-26 17:00:00,32.7,29.7,16.4,78.9,493.7,29.8,64.0,4.7,17,2,6,178
2024-06-26 18:00:00,55.4,66.3,30.6,43.8,588.5,29.6,70.9,3.5,18,2,6,178
2024-06-26 19:00:00,27.9,97.8,28.5,48.5,760.9,30.2,67.2,4.6,19,2,6,178
2024-06-26 20:00:00,36.2,65.4,33.2,44.5,887.0,29.7,58.4,3.9,20,2,6,178
2024-06-26 21:00:00,37.3,64.8,24.1,24.5,664.2,28.0,63.5,3.9,21,2,6,178
2024-06-26 22:00:00,27.1,25.8,26.8,36.7,348.0,30.1,70.3,3.3,22,2,6,178
2024-06-26 23:00:00,24.1,33.6,31.0,50.2,353.1,28.4,66.9,5.0,23,2,6,178
2024-06-27 00:00:00,18.5,29.9,25.1,45.4,479.0,31.6,67.5,3.7,0,3,6,179
2024-06-27 01:00:00,,,,,,,,,1,3,6,179
2024-06-27 02:00:00,15.2,31.9,14.4,40.1,388.2,27.9,70.3,3.1,2,3,6,179
2024-06-27 03:00:00,27.0,37.9,19.8,87.3,652.3,34.8,68.6,4.0,3,3,6,179
2024-06-27 04:00:00,23.3,39.1,22.0,45.6,244.2,33.3,51.4,3.1,4,3,6,179
2024-06-27 05:00:00,20.9,64.1,28.3,28.7,264.1,34.8,67.7,3.9,5,3,6,179
2024-06-27 06:00:00,27.3,38.4,21.2,31.6,245.0,29.3,65.4,4.8,6,3,6,179
2024-06-27 07:00:00,46.6,70.8,31.9,21.4,870.2,28.3,68.2,4.0,7,3,6,179
2024-06-27 08:00:00,78.3,51.2,34.1,83.3,708.1,31.6,73.3,3.1,8,3,6,179
2024-06-27 09:00:00,26.6,83.0,28.7,61.9,402.2,32.2,62.6,3.5,9,3,6,179
2024-06-27 10:00:00,39.5,68.7,21.5,33.7,389.9,30.3,68.4,3.1,10,3,6,179
2024-06-27 11:00:00,37.3,39.2,31.0,77.9,401.2,25.7,70.4,4.8,11,3,6,179
2024-06-27 12:00:00,22.1,24.8,20.3,42.0,208.5,28.0,66.5,3.5,12,3,6,179
2024-06-27 13:00:00,29.6,28.4,20.7,27.4,428.0,30.8,61.5,3.1,13,3,6,179
2024-06-27 14:00:00,,,,,,,,,14,3,6,179
2024-06-27 15:00:00,29.5,38.4,32.9,38.2,500.0,27.2,67.8,4.0,15,3,6,179
2024-06-27 16:00:00,43.8,41.2,14.2,45.6,286.8,29.4,64.9,3.8,16,3,6,179
2024-06-27 17:00:00,33.4,38.4,38.9,18.8,432.0,23.5,58.4,4.9,17,3,6,179
2024-06-27 18:00:00,58.4,60.3,24.9,23.6,1073.7,28.7,64.0,4.1,18,3,6,179
2024-06-27 19:00:00,44.1,49.7,29.9,59.1,975.4,29.1,61.5,3.6,19,3,6,179
2024-06-27 20:00:00,32.1,67.9,48.8,64.1,847.8,30.6,71.7,4.6,20,3,6,179
2024-06-27 21:00:00,,,,,,,,,21,3,6,179
2024-06-27 22:00:00,40.0,45.4,12.8,79.1,257.9,30.7,75.1,3.9,22,3,6,179
2024-06-27 23:00:00,17.6,39.3,14.3,41.0,354.6,31.8,78.8,4.6,23,3,6,179
2024-06-28 00:00:00,20.1,45.0,22.8,40.1,376.9,29.6,64.0,4.9,0,4,6,180
2024-06-28 01:00:00,28.6,29.6,46.9,22.7,368.9,27.0,64.7,4.2,1,4,6,180
2024-06-28 02:00:00,,,,,,,,,2,4,6,180
2024-06-28 03:00:00,21.7,26.4,18.9,14.8,459.5,28.2,73.2,3.2,3,4,6,180
2024-06-28 04:00:00,24.3,31.8,8.9,28.8,283.0,27.2,65.3,4.2,4,4,6,180
2024-06-28 05:00:00,,,,,,,,,5,4,6,180
2024-06-28 06:00:00,20.6,47.5,23.5,50.5,421.6,27.1,65.6,4.0,6,4,6,180
2024-06-28 07:00:00,51.0,43.0,27.1,38.3,811.6,31.3,63.5,4.5,7,4,6,180
2024-06-28 08:00:00,27.9,39.0,23.0,14.6,806.6,27.4,72.3,4.3,8,4,6,180
2024-06-28 09:00:00,25.6,88.8,32.8,30.4,1128.4,29.4,68.5,3.2,9,4,6,180
2024-06-28 10:00:00,22.8,28.9,14.9,72.0,425.9,28.8,64.1,3.8,10,4,6,180
2024-06-28 11:00:00,34.3,34.6,39.8,31.2,358.8,32.2,68.1,3.4,11,4,6,180
2024-06-28 12:00:00,26.0,37.9,35.1,22.0,360.9,31.1,65.9,3.3,12,4,6,180
2024-06-28 13:00:00,24.0,23.5,26.0,16.0,631.8,28.3,80.3,3.4,13,4,6,180
2024-06-28 14:00:00,27.9,47.9,21.3,16.2,271.4,29.6,66.5,4.8,14,4,6,180
2024-06-28 15:00:00,16.3,40.0,16.4,40.6,309.9,32.6,71.5,4.4,15,4,6,180
2024-06-28 16:00:00,32.0,52.8,20.5,27.6,433.0,32.9,69.9,4.8,16,4,6,180
2024-06-28 17:00:00,30.9,27.0,36.7,28.5,385.3,27.2,67.0,4.0,17,4,6,180
2024-06-28 18:00:00,43.9,61.3,50.4,27.6,970.5,32.6,70.0,3.0,18,4,6,180
2024-06-28 19:00:00,,,,,,,,,19,4,6,180
2024-06-28 20:00:00,35.4,64.4,51.4,20.1,711.6,30.3,80.2,3.3,20,4,6,180
2024-06-28 21:00:00,38.6,21.4,25.0,37.2,381.3,29.8,67.3,4.6,21,4,6,180
2024-06-28 22:00:00,28.9,34.2,23.7,18.6,292.4,28.8,54.7,3.4,22,4,6,180
2024-06-28 23:00:00,24.9,21.6,29.1,24.2,525.0,27.4,78.7,3.2,23,4,6,180
2024-06-29 00:00:00,27.1,36.4,24.5,49.4,391.2,30.6,64.9,4.7,0,5,6,181
2024-06-29 01:00:00,26.4,17.3,27.6,38.3,386.3,29.6,67.9,3.5,1,5,6,181
2024-06-29 02:00:00,39.3,18.8,21.6,43.4,314.0,30.8,64.8,4.0,2,5,6,181
2024-06-29 03:00:00,19.7,41.8,18.7,77.9,359.9,30.8,64.5,3.7,3,5,6,181
2024-06-29 04:00:00,21.7,27.7,16.9,32.2,296.0,35.0,61.9,4.8,4,5,6,181
2024-06-29 05:00:00,37.2,24.3,16.2,33.3,521.1,32.3,57.5,4.4,5,5,6,181
2024-06-29 06:00:00,,,,,,,,,6,5,6,181
2024-06-29 07:00:00,53.5,54.1,22.3,27.6,998.5,25.7,70.1,4.7,7,5,6,181
2024-06-29 08:00:00,68.0,63.7,22.0,22.0,687.1,30.7,59.3,4.5,8,5,6,181
2024-06-29 09:00:00,,,,,,,,,9,5,6,181
2024-06-29 10:00:00,33.4,73.0,35.3,38.0,349.4,29.1,79.1,5.0,10,5,6,181
2024-06-29 11:00:00,19.3,27.3,19.3,38.9,465.9,34.3,68.9,3.4,11,5,6,181
2024-06-29 12:00:00,34.2,55.2,22.2,33.8,427.1,31.0,60.5,3.4,12,5,6,181
2024-06-29 13:00:00,28.9,32.1,22.5,47.8,381.7,30.5,69.5,4.1,13,5,6,181
2024-06-29 14:00:00,31.4,19.9,35.6,33.4,371.7,27.9,72.3,4.1,14,5,6,181
2024-06-29 15:00:00,22.4,37.8,16.7,28.0,571.4,32.9,74.0,4.7,15,5,6,181
2024-06-29 16:00:00,16.5,35.9,18.9,22.8,353.3,28.3,68.4,3.3,16,5,6,181
2024-06-29 17:00:00,31.7,23.8,19.7,17.7,602.3,28.8,70.5,3.9,17,5,6,181
2024-06-29 18:00:00,26.4,44.6,54.7,59.1,764.5,26.2,71.7,4.1,18,5,6,181
2024-06-29 19:00:00,44.6,58.4,58.9,24.9,648.2,31.7,70.5,3.9,19,5,6,181
2024-06-29 20:00:00,65.0,65.3,43.4,22.8,571.9,31.1,69.1,3.1,20,5,6,181
2024-06-29 21:00:00,28.8,15.6,31.4,27.9,383.9,30.0,64.3,3.3,21,5,6,181
2024-06-29 22:00:00,48.9,44.8,21.7,29.5,467.7,31.4,72.3,3.3,22,5,6,181
2024-06-29 23:00:00,37.0,28.2,19.2,63.5,359.1,31.2,64.8,4.2,23,5,6,181
2024-06-30 00:00:00,22.1,21.7,30.5,29.1,517.4,29.2,80.3,3.9,0,6,6,182
2024-06-30 01:00:00,,,,,,,,,1,6,6,182
2024-06-30 02:00:00,26.5,32.1,15.6,34.0,386.2,26.5,71.3,4.5,2,6,6,182
2024-06-30 03:00:00,16.7,46.5,28.6,75.5,272.5,29.6,60.9,4.6,3,6,6,182
2024-06-30 04:00:00,20.3,36.8,18.8,47.4,474.2,27.3,64.9,3.4,4,6,6,182
2024-06-30 05:00:00,22.7,32.3,18.0,38.3,370.0,30.2,64.3,4.4,5,6,6,182
2024-06-30 06:00:00,14.6,30.8,27.6,62.4,643.8,29.6,60.4,3.1,6,6,6,182
2024-06-30 07:00:00,40.9,56.0,29.3,52.0,743.0,29.1,64.4,4.7,7,6,6,182
2024-06-30 08:00:00,37.5,42.8,34.7,42.8,616.8,32.0,69.0,4.9,8,6,6,182
2024-06-30 09:00:00,24.4,37.5,38.2,83.8,868.5,27.9,66.0,3.3,9,6,6,182
2024-06-30 10:00:00,,,,,,,,,10,6,6,182
2024-06-30 11:00:00,33.4,30.9,23.1,22.3,542.5,29.5,62.6,3.2,11,6,6,182
2024-06-30 12:00:00,,,,,,,,,12,6,6,182
2024-06-30 13:00:00,24.4,44.8,14.4,66.9,460.4,30.2,64.3,3.9,13,6,6,182
2024-06-30 14:00:00,32.1,31.2,23.6,59.3,466.2,28.1,72.9,4.1,14,6,6,182
2024-06-30 15:00:00,33.0,32.4,15.1,26.9,252.2,30.8,71.2,4.5,15,6,6,182
2024-06-30 16:00:00,29.5,27.0,28.9,12.9,630.0,28.0,72.3,3.5,16,6,6,182
2024-06-30 17:00:00,21.0,36.7,28.8,30.6,283.1,27.9,66.4,3.8,17,6,6,182
2024-06-30 18:00:00,52.6,64.6,32.1,22.1,488.8,31.1,73.9,3.1,18,6,6,182
2024-06-30 19:00:00,69.3,76.2,78.7,27.2,307.0,29.8,58.9,4.2,19,6,6,182
2024-06-30 20:00:00,40.5,48.9,53.5,21.8,831.9,27.5,69.5,4.6,20,6,6,182
2024-06-30 21:00:00,50.5,28.2,25.9,17.4,244.9,28.0,67.9,4.7,21,6,6,182
2024-06-30 22:00:00,23.0,41.0,25.3,70.5,343.3,29.2,71.4,4.1,22,6,6,182
2024-06-30 23:00:00,27.2,34.8,28.5,25.2,515.5,27.6,66.9,4.5,23,6,6,182
2024-07-01 00:00:00,21.7,24.3,14.1,58.7,423.4,29.3,62.1,3.3,0,0,7,183
2024-07-01 01:00:00,,,,,,,,,1,0,7,183
2024-07-01 02:00:00,15.8,19.2,22.8,21.2,248.0,28.1,66.9,3.0,2,0,7,183
2024-07-01 03:00:00,22.6,40.4,17.3,40.9,387.0,31.2,65.7,3.4,3,0,7,183
2024-07-01 04:00:00,,,,,,,,,4,0,7,183
2024-07-01 05:00:00,27.7,56.2,30.7,30.7,493.2,32.4,71.8,3.6,5,0,7,183
2024-07-01 06:00:00,35.8,20.1,17.2,35.4,683.2,29.5,67.2,3.8,6,0,7,183
2024-07-01 07:00:00,48.4,67.6,29.3,24.1,492.8,28.6,67.1,4.7,7,0,7,183
2024-07-01 08:00:00,19.6,46.7,22.4,17.5,403.9,31.0,72.3,4.1,8,0,7,183
2024-07-01 09:00:00,73.6,42.9,16.0,32.7,658.0,30.0,65.8,3.8,9,0,7,183
2024-07-01 10:00:00,29.1,33.7,26.2,49.1,425.9,31.4,66.0,3.9,10,0,7,183
2024-07-01 11:00:00,21.1,38.6,19.8,23.3,399.1,25.9,60.4,4.7,11,0,7,183
2024-07-01 12:00:00,27.9,24.3,20.3,35.5,319.5,30.9,71.4,4.0,12,0,7,183
2024-07-01 13:00:00,28.0,25.0,14.1,61.0,180.3,28.9,66.5,4.8,13,0,7,183
2024-07-01 14:00:00,21.8,38.8,18.7,32.2,295.5,30.0,72.7,3.5,14,0,7,183
2024-07-01 15:00:00,,,,,,,,,15,0,7,183
2024-07-01 16:00:00,22.2,26.8,19.9,34.1,435.2,32.6,64.5,3.7,16,0,7,183
2024-07-01 17:00:00,23.6,79.4,20.1,25.4,534.0,26.2,71.7,4.2,17,0,7,183
2024-07-01 18:00:00,39.0,43.0,38.6,22.4,798.0,33.1,68.6,4.2,18,0,7,183
2024-07-01 19:00:00,31.1,81.0,23.3,22.5,897.2,31.3,61.1,4.1,19,0,7,183
2024-07-01 20:00:00,50.0,48.2,44.7,38.7,905.0,30.2,71.6,4.1,20,0,7,183
2024-07-01 21:00:00,31.7,37.2,12.9,45.2,402.2,27.0,60.5,3.9,21,0,7,183
2024-07-01 22:00:00,,,,,,,,,22,0,7,183
2024-07-01 23:00:00,34.0,44.8,13.8,28.7,167.0,28.8,62.1,3.5,23,0,7,183
2024-07-02 00:00:00,28.9,29.7,18.5,52.0,327.2,31.2,72.8,3.9,0,1,7,184
2024-07-02 01:00:00,,,,,,,,,1,1,7,184
2024-07-02 02:00:00,33.8,26.4,19.7,34.6,385.7,31.0,68.5,3.7,2,1,7,184
2024-07-02 03:00:00,17.5,33.8,14.3,8.8,301.4,27.0,66.3,3.5,3,1,7,184
2024-07-02 04:00:00,20.0,33.9,28.0,24.2,527.9,30.0,67.2,4.3,4,1,7,184
2024-07-02 05:00:00,19.7,22.5,26.4,18.3,305.9,32.1,67.1,4.4,5,1,7,184
2024-07-02 06:00:00,36.3,28.9,18.5,43.2,554.7,32.8,70.3,3.6,6,1,7,184
2024-07-02 07:00:00,52.3,49.6,25.0,34.9,448.0,27.4,66.4,5.0,7,1,7,184
2024-07-02 08:00:00,45.6,41.5,24.1,21.9,498.7,29.2,74.0,3.6,8,1,7,184
2024-07-02 09:00:00,54.3,98.3,26.5,37.9,487.4,29.2,63.1,4.7,9,1,7,184
2024-07-02 10:00:00,20.2,24.5,12.1,19.0,343.4,28.6,71.0,3.6,10,1,7,184
2024-07-02 11:00:00,29.2,44.9,14.1,22.1,567.5,31.7,69.6,3.8,11,1,7,184
2024-07-02 12:00:00,25.3,40.7,26.6,25.3,361.2,35.6,72.9,4.3,12,1,7,184
2024-07-02 13:00:00,33.9,31.4,21.9,41.7,364.0,27.7,67.3,4.1,13,1,7,184
2024-07-02 14:00:00,25.4,24.3,34.9,58.8,319.0,30.7,68.4,4.0,14,1,7,184
2024-07-02 15:00:00,23.4,25.0,17.7,26.6,368.6,30.5,68.3,4.6,15,1,7,184
2024-07-02 16:00:00,,,,,,,,,16,1,7,184
2024-07-02 17:00:00,34.2,18.4,17.1,34.2,373.6,32.5,68.7,4.8,17,1,7,184
2024-07-02 18:00:00,38.7,42.0,31.7,36.9,685.6,30.6,83.1,3.5,18,1,7,184
2024-07-02 19:00:00,,,,,,,,,19,1,7,184
